start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
190.22373922902494,190.57203854875283,34,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.2005192743764,190.57203854875283,40,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.2005192743764,190.57203854875283,27,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.16568934240362,190.57203854875283,24,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.14246938775509,190.57203854875283,37,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.08441950113377,190.57203854875283,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.02636961451245,190.2005192743764,26,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.02636961451245,190.16568934240362,24,68,0,0,0,0,0,0,0,0,0,0,0,0
189.99153968253967,190.14246938775509,37,68,0,0,0,0,0,0,0,0,0,0,0,0,0
189.91026984126984,190.08441950113377,31,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.8870498866213,190.08441950113377,33,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.85221995464852,190.02636961451245,25,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.82899999999998,189.99153968253967,37,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.82899999999998,190.02636961451245,23,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.77095011337866,189.91026984126984,31,68,0,0,0,0,0,0,0,0,0,0,0,0
189.68968027210883,190.57203854875283,43,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.68968027210883,189.82899999999998,38,68,0,0,0,0,0,0,0,0,0,0,0,0
189.65485034013605,189.8870498866213,33,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.65485034013605,190.02636961451245,27,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.64324036281178,189.82899999999998,22,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.6316303854875,189.82899999999998,24,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.608410430839,189.82899999999998,36,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.608410430839,189.77095011337866,31,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.55036054421768,190.57203854875283,50,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.55036054421768,189.68968027210883,42,68,0,0,0,0,0,0,0,0,0,0,0,0
189.52714058956914,190.57203854875283,57,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.52714058956914,190.57203854875283,45,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.50392063492063,189.65485034013605,28,68,0,0,0,0,0,0,0,0,0,0,0,0,0
189.4807006802721,189.6316303854875,24,68,0,0,0,0,0,0,0,0,0,0,0,0,0
189.46909070294782,190.57203854875283,47,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.46909070294782,189.65485034013605,34,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.39943083900226,190.57203854875283,53,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.39943083900226,189.608410430839,31,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.387820861678,189.55036054421768,50,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.387820861678,189.55036054421768,43,68,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
189.37621088435372,189.52714058956914,56,68,0,0,0,0,0,0,0,0,0,0,0,0,0
189.35299092970521,189.68968027210883,39,68,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.32977097505668,189.50392063492063,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.30655102040816,189.65485034013605,26,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
